tract_geoid,pct_poverty,pct_unemployment,median_rent,pct_vacant_housing,median_income,green_space_pct,walkability_index,duplicate_group_id
54033031000,17.2,7.0,671.0,8.7,38000.0,27.3,8.4,
54033031100,21.6,6.2,710.0,8.3,43790.0,31.7,7.3,
54033031200,5.7,3.5,638.0,7.3,70296.0,57.7,8.7,
54033031300,12.5,8.7,572.0,15.3,52548.0,43.5,8.2,
54033031400,15.5,7.9,677.0,13.1,35564.0,17.2,3.5,
54033031500,10.2,3.2,,10.8,58036.0,23.6,14.5,
54033031600,17.8,9.0,533.0,18.9,35333.0,48.4,5.5,
54033031700,31.0,4.6,394.0,18.1,38500.0,37.9,9.9,
54033031800,19.4,3.8,585.0,10.1,36899.0,28.1,1.2,
54033031900,20.4,10.0,526.0,12.7,37028.0,34.2,8.8,
54033032000,16.4,7.2,469.0,10.8,37424.0,37.3,1.0,
54033032101,13.1,4.7,830.0,4.0,58729.0,41.9,9.9,
54033032102,1.7,6.9,926.0,8.2,80673.0,50.0,16.7,
54035963200,18.9,3.5,536.0,18.2,42589.0,30.1,11.5,
54035963300,22.2,10.3,602.0,11.5,31990.0,43.7,1.0,
54035963400,13.8,14.7,511.0,11.2,51201.0,46.4,8.6,
54035963500,9.4,4.1,575.0,11.2,52697.0,52.5,5.4,
54035963600,25.6,15.2,586.0,15.7,33979.0,43.0,7.1,
54035963700,20.0,4.6,344.0,19.3,42030.0,45.4,9.0,
54037972201,9.0,6.5,1078.0,9.1,69333.0,34.1,16.7,
54037972203,8.9,9.5,1161.0,26.1,85152.0,38.8,7.3,
54037972204,12.5,8.2,816.0,14.5,48618.0,26.8,9.7,
54037972300,11.0,13.5,916.0,5.7,65906.0,42.3,6.0,
54037972401,17.1,2.6,926.0,16.6,32692.0,25.2,8.0,
54037972402,13.4,7.9,804.0,2.5,52179.0,44.9,7.0,
54037972501,5.9,9.9,895.0,4.5,86442.0,58.8,10.2,
54037972503,16.2,11.9,831.0,5.2,84250.0,36.9,18.3,
54037972505,21.6,11.7,705.0,18.0,36865.0,26.6,1.0,
54037972506,9.2,5.4,923.0,11.1,69286.0,47.3,16.9,
54037972601,12.0,8.8,683.0,11.1,50800.0,53.5,9.8,
54037972602,2.6,7.0,1375.0,5.9,94766.0,33.2,13.0,
54037972701,9.5,9.0,787.0,5.8,59012.0,41.9,4.6,
54037972702,11.0,10.3,1275.0,19.7,75652.0,43.9,9.8,
54037972800,23.6,9.8,1147.0,1.4,69213.0,29.3,14.7,
54039000100,44.6,11.4,504.0,12.4,21360.0,29.9,1.0,
54039000200,26.5,7.6,598.0,16.2,38889.0,8.8,2.0,
54039000300,10.6,9.0,740.0,15.4,46165.0,44.5,2.2,
54039000500,16.5,4.6,671.0,17.9,49917.0,61.9,3.1,
54039000600,20.5,12.7,715.0,14.2,40383.0,42.6,10.2,
54039000700,36.2,9.2,625.0,20.6,22074.0,27.4,1.0,
54039000800,37.4,8.8,695.0,25.9,24066.0,9.3,1.6,
54039000900,29.6,20.3,453.0,23.2,17674.0,25.4,1.0,
54039001100,26.1,7.7,772.0,12.5,47685.0,36.3,4.1,
54039001200,42.6,5.8,581.0,10.7,23393.0,25.0,1.0,
54039001300,22.2,7.3,623.0,14.9,30025.0,16.6,2.8,
54039001500,5.0,3.4,706.0,10.0,61786.0,46.0,6.8,
54039001700,22.9,4.7,715.0,5.1,37284.0,21.5,1.0,
54039001800,12.7,7.4,550.0,11.7,72353.0,30.6,10.5,
54039001901,2.6,2.7,854.0,9.4,92969.0,56.3,11.9,
54039001902,9.0,1.2,920.0,7.6,108077.0,37.2,13.1,
54039002000,2.7,0.5,835.0,2.1,69203.0,34.6,12.1,
54039002100,20.9,6.0,634.0,2.7,61356.0,20.8,6.5,
54039010100,12.1,6.6,758.0,14.0,39124.0,28.9,2.6,
54039010200,19.8,16.6,571.0,13.0,38935.0,27.5,2.2,
54039010300,14.4,7.4,678.0,10.7,48672.0,49.8,9.8,
54039010400,27.8,11.0,636.0,17.7,41500.0,30.7,4.0,
54039010500,12.6,3.8,806.0,9.7,54927.0,55.6,5.5,
54039010600,9.4,1.5,812.0,9.4,48309.0,23.9,8.8,
54039010701,11.4,6.2,703.0,9.5,59467.0,57.4,6.8,
54039010702,10.3,6.7,618.0,9.3,56071.0,37.8,10.6,
54039010801,10.7,5.8,685.0,6.7,50375.0,36.5,6.2,
54039010802,13.2,10.7,701.0,6.1,45486.0,35.1,5.0,
54039010900,10.7,9.6,755.0,12.6,48125.0,71.3,3.7,
54039011000,5.2,5.7,715.0,8.1,56808.0,35.7,6.8,
54039011100,16.3,4.7,722.0,8.8,42190.0,65.8,6.4,
54039011200,14.3,9.6,631.0,20.0,39837.0,49.9,3.1,
54039011301,17.4,8.9,644.0,25.7,44483.0,20.8,9.9,
54039011302,9.5,4.6,742.0,5.1,57917.0,26.8,3.4,
54039011401,20.4,14.2,673.0,13.5,41875.0,37.5,1.6,
54039011402,10.2,10.5,589.0,12.1,45612.0,41.4,4.2,
54039011500,15.1,11.5,685.0,9.6,36046.0,31.9,8.7,
54039011800,19.0,8.9,677.0,7.9,40447.0,28.0,8.0,
54039012100,16.5,7.7,567.0,20.3,41531.0,58.4,9.9,
54039012200,21.8,12.9,555.0,13.1,31599.0,36.3,2.8,
54039012300,16.4,7.4,631.0,9.3,44238.0,43.4,11.1,
54039012800,6.1,3.6,735.0,6.5,54668.0,43.6,13.9,
54039012900,14.5,9.9,656.0,9.6,35192.0,38.4,1.0,
54039013000,14.0,6.3,685.0,10.8,35690.0,68.2,2.5,
54039013100,20.2,6.5,585.0,6.9,44205.0,42.9,5.6,
54039013200,17.0,10.7,741.0,10.9,35354.0,73.3,4.7,
54039013300,1.9,6.6,829.0,9.2,61429.0,54.9,7.8,
54039013400,26.2,11.3,671.0,6.8,38419.0,22.8,8.9,
54039013500,4.8,3.0,759.0,7.1,43578.0,60.0,11.1,
54039013600,18.4,4.5,617.0,7.6,45787.0,34.7,1.6,
54039013701,6.8,7.6,677.0,6.0,70332.0,62.9,12.5,
54039013702,14.5,7.3,682.0,8.1,49142.0,28.3,8.4,
54039013800,25.5,17.9,624.0,6.0,26143.0,10.1,5.8,
54041967200,22.0,7.1,488.0,19.2,38094.0,35.4,7.1,
54041967300,9.8,2.1,682.0,16.1,43730.0,60.7,4.4,
54041967400,19.5,4.2,512.0,17.9,33656.0,26.4,4.2,
54041967500,35.2,9.3,608.0,13.2,29143.0,35.5,4.5,
54041967600,15.4,8.7,512.0,23.7,44318.0,27.9,4.3,
54043955400,24.7,7.9,717.0,11.1,33772.0,45.9,1.0,
54043955500,17.8,10.0,480.0,15.2,42975.0,31.0,8.2,
54043955600,35.5,13.4,502.0,23.5,28712.0,31.0,2.7,
54043955700,17.8,6.2,566.0,19.2,48003.0,31.4,11.1,
54043955800,36.1,8.6,549.0,20.6,31944.0,16.4,1.0,
54045956101,15.3,13.2,595.0,12.2,45429.0,10.4,11.8,
54045956102,20.3,10.8,566.0,12.5,44737.0,16.7,3.7,
54045956200,21.6,6.7,536.0,18.0,32039.0,30.3,4.2,
54045956400,18.2,11.2,411.0,10.4,36518.0,42.2,3.2,
54045956500,28.5,6.0,516.0,8.1,36146.0,56.7,1.0,
54045956600,11.7,9.0,762.0,13.1,44206.0,31.9,7.5,
54045956700,24.3,7.0,665.0,16.6,30417.0,23.9,3.5,
54045956800,22.2,10.7,598.0,15.6,29631.0,15.4,1.0,
54045956900,25.8,8.6,562.0,14.8,28576.0,44.1,1.0,
54047953600,39.8,22.6,514.0,40.5,23977.0,33.1,1.0,
54047953800,28.2,9.2,535.0,17.7,28967.0,37.2,1.0,
54047953900,40.1,4.8,393.0,19.4,19497.0,29.8,1.0,
54047954000,33.4,7.0,652.0,31.5,19973.0,23.1,1.0,
54047954200,43.4,19.1,474.0,18.1,25080.0,42.3,1.0,
54047954501,28.9,17.1,523.0,29.8,26106.0,19.7,1.0,
54047954503,30.5,10.6,439.0,30.0,27813.0,23.1,1.0,
54047954504,39.5,16.1,565.0,23.2,22127.0,11.0,1.0,
54049020100,61.9,5.6,480.0,16.1,13926.0,12.2,1.0,
54049020200,44.3,8.7,680.0,28.7,18457.0,12.0,1.0,
54049020300,7.4,6.2,755.0,13.0,50370.0,32.5,12.9,
54049020400,14.8,1.6,612.0,18.3,57656.0,20.8,12.2,
54049020500,38.0,1.0,650.0,21.5,29667.0,12.6,6.6,
54049020600,13.6,1.6,753.0,10.1,37850.0,15.7,9.3,
54049020700,24.1,7.0,715.0,17.8,45093.0,38.0,3.9,
54049020800,17.6,9.5,616.0,15.6,35909.0,24.1,1.0,
54049020900,18.1,2.2,790.0,11.5,44939.0,58.5,10.4,
54049021000,6.7,6.0,794.0,19.3,50134.0,54.9,2.0,
54049021100,6.3,6.5,710.0,2.2,57143.0,42.8,11.6,
54049021200,7.2,1.9,745.0,4.6,57679.0,49.4,8.4,
54049021300,15.9,1.8,625.0,15.2,41031.0,49.1,7.3,
54049021400,9.8,5.1,701.0,14.5,39571.0,33.2,1.4,
54049021500,12.9,0.8,543.0,12.3,44127.0,35.7,12.2,
54049021600,17.1,6.3,621.0,17.4,45820.0,51.5,11.6,
54049021700,10.4,10.5,551.0,10.1,48833.0,55.8,5.2,
54049021800,20.2,10.7,705.0,14.4,41010.0,24.1,7.2,
54051020200,19.7,13.0,480.0,18.8,32674.0,67.3,1.0,
54051020500,27.6,2.4,471.0,19.1,31129.0,12.3,1.0,
54051020601,15.8,10.0,512.0,13.6,39141.0,5.1,10.1,
54051020702,19.3,8.8,675.0,8.6,50109.0,59.5,2.8,
54051020800,12.7,3.5,625.0,23.0,47500.0,48.9,4.3,
54051020900,11.4,10.0,491.0,8.0,46583.0,41.9,10.5,
54051021000,16.1,10.0,603.0,8.0,34321.0,48.3,1.0,
54051021100,16.8,4.2,514.0,8.1,37389.0,27.1,9.1,
54051021300,12.5,6.7,628.0,13.3,59750.0,14.4,14.7,
54053954801,19.5,11.0,530.0,15.1,36031.0,29.0,7.3,
54053954802,16.6,7.1,524.0,10.9,39234.0,26.9,2.1,
54053954900,18.8,12.2,472.0,18.2,44125.0,21.8,9.3,
54053955000,14.0,4.9,465.0,14.0,37401.0,29.6,1.0,
54053955101,19.4,16.4,562.0,19.3,33690.0,27.1,1.0,
54053955102,20.5,7.7,523.0,25.3,41953.0,28.1,10.5,
54055000900,29.5,7.7,565.0,33.8,29023.0,35.6,8.1,
54055001000,22.9,2.1,673.0,14.7,37244.0,41.4,1.0,
54055001100,9.7,6.9,637.0,8.7,42793.0,44.3,1.9,
54055001200,16.9,6.4,637.0,13.2,36341.0,1.0,2.7,
54055001300,32.2,8.2,641.0,18.6,26086.0,14.7,1.0,
54055001400,21.7,9.8,653.0,16.1,37900.0,20.1,3.9,
54055001500,19.8,4.0,535.0,5.3,48144.0,51.9,5.1,
54055001600,22.9,4.5,437.0,27.0,28241.0,21.7,7.1,
54055001700,30.0,9.9,540.0,12.9,32750.0,3.4,8.4,
54055001800,25.4,7.3,564.0,8.6,25049.0,41.9,1.0,
54055001900,30.6,7.8,417.0,31.4,22171.0,31.0,1.0,
54055002000,28.4,12.2,525.0,20.4,26488.0,66.0,2.9,
54055002100,13.7,1.0,573.0,12.7,40274.0,18.8,1.0,
54055002200,17.0,3.3,639.0,14.5,45644.0,33.4,8.5,
54055002300,17.7,3.1,519.0,7.4,36014.0,21.6,1.5,
54055002400,18.9,7.0,657.0,12.4,44136.0,21.1,7.6,
54057010100,18.0,4.1,617.0,23.0,28804.0,24.5,1.0,
54057010200,16.5,10.8,533.0,5.3,37209.0,21.4,4.2,
54057010300,15.4,2.9,496.0,13.9,41080.0,39.9,2.8,
54057010400,13.4,11.2,573.0,11.2,32394.0,39.2,8.3,
54057010500,10.7,9.0,497.0,24.8,33585.0,39.2,5.5,
54057010600,32.6,19.4,507.0,11.2,23383.0,46.5,1.0,
54057010700,22.2,19.7,454.0,16.1,20161.0,41.7,1.0,
54059957100,15.9,17.0,619.0,12.2,37586.0,48.7,1.0,
54059957200,23.3,5.1,611.0,16.7,29934.0,35.6,1.0,
54059957300,16.5,8.9,614.0,14.1,41908.0,41.1,5.4,
54059957400,28.7,9.8,512.0,21.4,39414.0,43.6,9.8,
54059957500,28.6,19.4,394.0,16.5,31000.0,14.7,8.1,
54059957600,28.7,19.5,537.0,8.9,29069.0,21.5,1.0,
54059957700,21.9,10.9,467.0,10.4,31723.0,35.1,4.3,
54061010101,74.4,19.5,589.0,36.5,10288.0,8.4,1.0,
54061010102,66.9,18.5,673.0,28.5,9867.0,0.0,1.0,
54061010201,45.8,5.0,800.0,16.7,23507.0,32.8,1.0,
54061010202,52.8,8.8,706.0,21.1,20698.0,38.8,1.0,
54061010400,14.7,4.0,757.0,19.5,50096.0,56.7,9.0,
54061010600,43.4,5.2,836.0,20.6,28333.0,13.6,7.0,
54061010700,35.7,7.2,577.0,28.6,26944.0,39.0,2.7,
54061010800,20.5,5.5,756.0,17.3,48185.0,29.1,4.5,
54061010901,39.2,1.4,610.0,8.6,24693.0,26.4,1.0,
54061010902,11.2,5.5,740.0,13.8,72202.0,54.8,14.3,
54061011000,33.9,12.0,647.0,6.9,34299.0,46.8,1.5,
54061011100,24.3,4.2,686.0,12.6,37474.0,26.7,1.0,
54061011200,18.1,3.0,657.0,18.9,38504.0,28.7,1.4,
54061011300,11.3,6.4,719.0,14.4,45859.0,60.3,1.7,
54061011400,12.2,8.3,562.0,15.7,48423.0,37.5,5.4,
54061011500,9.9,2.4,668.0,18.4,50645.0,0.0,7.0,
54061011600,19.5,6.9,774.0,13.1,48929.0,41.4,8.9,
54061011700,8.4,3.1,910.0,11.7,85000.0,29.6,7.3,
54061011803,14.2,4.5,696.0,12.2,53482.0,33.9,9.1,
54061011804,3.5,4.1,746.0,20.9,71923.0,51.6,9.1,
54061011805,9.9,2.7,649.0,6.9,71818.0,14.2,16.1,
54061011806,6.4,3.5,1342.0,10.8,85851.0,52.5,15.1,
54061011900,8.9,5.4,738.0,9.5,71364.0,19.3,12.0,
54061012000,17.3,9.0,880.0,11.0,68333.0,26.0,9.5,
54063950100,18.5,10.9,368.0,34.7,41571.0,40.2,5.6,
54063950200,19.6,7.9,617.0,21.4,34676.0,18.0,1.0,
54063950300,12.5,7.5,578.0,19.4,37328.0,21.6,7.0,
54065970700,11.0,11.7,744.0,14.5,43099.0,44.2,11.7,
54065970800,17.6,11.1,689.0,12.5,31339.0,43.6,8.6,
54065970900,20.5,16.4,649.0,42.4,29610.0,32.3,1.3,
54065971000,8.4,18.1,695.0,31.0,44639.0,49.5,9.4,
54067950100,12.3,9.9,620.0,13.0,42075.0,95.2,5.6,
54067950200,20.1,8.3,491.0,18.7,40394.0,14.1,5.0,
54067950300,19.3,1.7,492.0,13.2,39896.0,4.0,2.8,
54067950400,24.9,8.6,539.0,9.6,30950.0,48.3,5.6,
54067950500,30.5,10.8,430.0,41.4,28526.0,13.2,4.7,
54067950600,12.7,10.9,635.0,14.1,44688.0,43.8,8.0,
54067950700,23.3,12.9,765.0,23.6,43903.0,41.8,8.3,
54069000200,19.6,3.0,493.0,15.3,40458.0,34.7,1.9,
54069000300,17.1,7.7,668.0,7.7,43385.0,40.3,7.1,
54069000400,43.9,10.2,511.0,20.1,20260.0,47.0,4.2,
54069000500,22.7,4.6,579.0,8.7,30707.0,25.1,8.0,
54069000600,43.7,6.6,635.0,37.0,28846.0,41.0,1.0,
54069000700,29.2,6.0,400.0,26.7,21989.0,12.1,1.0,
54069001300,18.0,4.4,548.0,0.0,32742.0,40.9,1.0,
54069001400,10.4,7.1,528.0,3.6,30846.0,46.6,1.0,
54069001500,8.9,2.2,699.0,8.4,49833.0,39.5,7.6,
54069001600,10.8,3.8,574.0,12.0,55842.0,53.2,5.0,
54069001700,2.8,7.7,838.0,3.0,50990.0,44.2,6.2,
54069001800,19.9,6.3,595.0,6.2,47872.0,39.7,8.8,
54069001901,7.5,1.9,714.0,5.5,61728.0,31.4,9.7,
54069002000,4.1,9.2,639.0,6.6,56156.0,29.0,6.3,
54069002100,17.5,5.7,578.0,12.2,48750.0,21.9,5.1,
54069002200,10.1,1.6,639.0,13.7,41375.0,31.4,6.8,
54069002600,32.3,5.4,514.0,29.2,25658.0,10.9,2.8,
54069002700,51.4,23.8,304.0,23.3,13457.0,45.4,1.0,
54071970400,23.6,4.5,376.0,39.6,32561.0,28.9,7.6,
54071970500,19.6,3.5,687.0,38.4,36800.0,35.1,6.9,
54071970600,16.9,2.4,758.0,35.4,38170.0,20.5,4.9,
54073962100,19.4,7.2,390.0,18.7,43371.0,63.9,2.7,
54073962200,14.8,6.7,527.0,15.6,44176.0,34.0,12.1,
54075960101,13.0,4.3,614.0,53.6,36071.0,30.3,4.7,
54075960102,15.1,6.1,483.0,82.3,33750.0,30.5,1.0,
54075960200,23.0,5.2,580.0,46.4,32333.0,30.5,5.3,
54075960300,9.4,10.3,550.0,37.7,36075.0,36.0,1.2,
54077963800,13.4,2.7,680.0,14.5,57004.0,19.5,7.4,
54077963900,13.4,5.7,521.0,12.5,39917.0,50.3,11.1,
54077964000,19.2,10.5,640.0,9.5,42934.0,19.8,3.1,
54077964100,15.4,13.2,573.0,25.2,46496.0,48.6,10.9,
54077964200,14.4,7.6,478.0,17.3,44265.0,19.2,1.9,
54077964300,13.5,7.5,621.0,13.5,49949.0,40.7,11.2,
54077964400,13.7,7.6,755.0,17.7,39241.0,23.8,3.9,
54077964500,8.5,10.1,447.0,18.0,46534.0,30.6,6.8,
54079020100,17.7,1.9,632.0,11.4,40452.0,42.9,9.7,
54079020200,12.4,5.5,588.0,15.2,45152.0,55.3,8.6,
54079020300,4.6,4.6,570.0,8.8,65980.0,68.2,11.1,
54079020400,10.1,3.6,540.0,5.5,61941.0,45.2,11.4,
54079020500,11.7,7.0,704.0,10.5,46116.0,39.1,11.5,
54079020601,3.9,4.4,902.0,8.0,70275.0,29.6,15.7,
54079020603,11.4,4.1,752.0,10.6,44401.0,14.2,3.8,
54079020604,16.7,5.2,847.0,8.3,78005.0,45.3,16.8,
54079020605,7.9,4.6,729.0,2.9,77450.0,37.5,6.2,
54079020700,7.9,2.1,1031.0,11.5,55139.0,41.2,8.1,
54081000200,33.1,13.3,600.0,26.4,30071.0,22.9,5.8,
54081000300,18.9,7.4,704.0,11.3,31122.0,25.5,7.7,
54081000400,29.6,14.1,755.0,16.2,32256.0,39.7,7.3,
54081000500,11.0,5.3,759.0,9.3,41310.0,63.4,2.3,
54081000600,29.0,4.2,709.0,13.7,34049.0,13.7,5.0,
54081000700,14.7,7.8,752.0,5.8,43409.0,11.4,6.6,
54081000802,10.5,8.2,595.0,19.2,45152.0,36.5,11.7,
54081000803,12.0,1.6,600.0,6.8,52600.0,29.0,6.1,
54081000804,6.6,4.3,613.0,12.7,48740.0,58.3,12.6,
54081000900,19.4,5.7,613.0,20.6,41386.0,42.4,8.3,
54081001001,14.4,3.2,595.0,10.0,44229.0,64.3,3.3,
54081001002,20.7,9.3,673.0,12.8,30793.0,49.7,2.8,
54081001100,13.3,7.5,611.0,15.9,48846.0,39.8,8.8,
54081001200,20.9,8.3,595.0,14.9,36765.0,36.6,3.2,
54081001300,18.5,12.4,318.0,5.4,36567.0,41.2,4.1,
54081001400,12.4,2.0,648.0,14.8,50398.0,26.1,2.1,
54081001500,14.7,2.1,611.0,8.6,38750.0,43.7,7.2,
54083965900,16.1,4.0,640.0,22.2,34556.0,56.1,6.4,
54083966000,13.7,13.0,667.0,10.1,44811.0,29.3,12.6,
54083966100,24.1,8.7,534.0,15.6,33097.0,29.6,1.0,
54083966200,12.0,5.7,514.0,9.7,41927.0,48.2,1.3,
54083966300,14.7,7.4,543.0,40.3,41306.0,58.6,5.2,
54083966400,12.4,6.6,554.0,12.8,44023.0,28.4,1.0,
54083966500,21.7,5.1,453.0,30.2,31006.0,37.6,1.1,
54085962300,21.0,13.6,523.0,18.9,36741.0,34.1,2.8,
54085962400,8.4,12.0,498.0,45.4,43724.0,37.0,7.2,
54085962500,23.9,8.0,632.0,27.0,37219.0,7.0,5.0,
54087962800,17.6,12.2,257.0,30.8,36293.0,25.8,9.0,
54087962900,16.1,7.1,575.0,19.4,36538.0,19.8,6.9,
54087963000,35.6,15.2,474.0,18.1,23937.0,25.3,5.6,
54087963100,26.5,12.7,456.0,16.0,31861.0,25.4,2.3,
54089000500,26.3,5.7,589.0,25.8,29886.0,15.2,5.7,
54089000600,13.3,7.8,443.0,34.5,40560.0,34.6,6.0,
54089000700,29.9,9.5,485.0,13.7,31053.0,56.2,1.0,
54089000800,10.4,8.8,536.0,25.3,36500.0,30.5,4.0,
54091964600,25.2,12.8,359.0,6.2,29149.0,27.0,4.6,
54091964700,14.0,4.8,688.0,3.7,60559.0,34.8,6.7,
54091964800,22.8,6.0,625.0,14.8,40946.0,23.4,6.5,
54091964900,17.1,13.4,630.0,19.1,53833.0,14.4,13.4,
54093965200,14.9,6.5,619.0,33.3,30913.0,62.9,1.0,
54093965300,10.7,1.4,546.0,67.2,41458.0,14.0,7.7,
54093965400,18.3,12.8,513.0,13.7,38653.0,11.9,6.3,
54095961800,21.6,9.4,635.0,12.4,42083.0,44.7,11.5,
54095961900,14.9,11.2,454.0,29.5,40948.0,8.9,9.7,
54095962000,16.8,10.8,426.0,33.2,36154.0,47.4,9.4,
54097966600,20.9,11.6,575.0,11.9,40361.0,46.6,10.0,
54097966700,31.4,6.1,573.0,14.6,34605.0,18.1,1.0,
54097966800,27.1,4.9,442.0,13.7,32946.0,32.0,1.2,
54097966900,17.1,12.3,693.0,4.6,47930.0,35.7,12.2,
54097967000,17.4,2.5,547.0,33.0,39309.0,25.0,3.9,
54097967100,16.7,7.6,526.0,27.9,38594.0,28.0,8.0,
54099005100,20.9,7.6,678.0,13.6,41604.0,32.4,5.7,
54099005200,6.4,11.8,637.0,8.0,30391.0,35.3,1.0,
54099020100,11.2,6.4,736.0,10.6,51016.0,47.5,5.8,
54099020300,14.1,10.0,519.0,12.0,34657.0,35.8,1.8,
54099020400,12.4,10.1,583.0,5.3,50988.0,45.1,3.1,
54099020500,23.3,5.8,523.0,16.5,33636.0,27.9,5.9,
54099020600,19.7,9.3,558.0,9.7,38676.0,44.1,6.9,
54099020700,11.7,7.3,633.0,20.4,51130.0,51.5,6.2,
54099020800,29.1,10.0,498.0,13.3,28504.0,2.7,1.0,
54099020900,34.0,22.6,654.0,13.9,19708.0,33.3,1.0,
54099021000,31.7,8.2,537.0,22.7,26048.0,19.4,5.6,
54101970100,21.2,15.0,478.0,25.5,28416.0,28.3,1.0,
54101970200,28.3,19.4,382.0,38.0,23604.0,35.2,1.8,
54101970300,19.7,8.1,583.0,23.8,36993.0,36.9,1.0,
54103004900,21.8,6.5,484.0,11.5,38059.0,30.8,10.2,
54103030400,24.6,2.7,530.0,21.9,36285.0,42.0,1.9,
54103030500,23.6,13.3,366.0,19.3,32260.0,35.7,8.5,
54103030700,16.4,7.4,528.0,15.5,43204.0,26.2,1.0,
54103030800,8.2,10.0,535.0,21.4,41985.0,56.3,10.6,
54105030101,19.3,9.3,452.0,20.0,41684.0,50.3,1.0,
54105030102,18.8,16.3,697.0,31.4,34055.0,35.8,3.0,
54107000100,23.6,5.5,661.0,8.4,44375.0,25.4,6.7,
54107000300,18.4,10.6,744.0,13.0,32393.0,25.0,9.1,
54107000400,4.2,0.9,575.0,7.4,40357.0,66.3,8.6,
54107000500,33.3,8.7,627.0,27.1,37396.0,25.8,8.0,
54107000701,42.9,20.4,639.0,26.3,23071.0,25.6,1.0,
54107000702,22.6,10.9,635.0,14.1,38505.0,39.6,6.9,
54107000801,37.5,13.2,680.0,11.9,22188.0,0.0,1.0,
54107000802,19.7,12.9,578.0,1.6,41219.0,22.3,7.8,
54107000901,19.8,7.6,636.0,18.5,31601.0,65.9,3.3,
54107000902,23.2,9.7,771.0,9.7,34643.0,0.0,9.4,
54107000903,23.9,11.2,475.0,7.3,31644.0,12.1,1.0,
54107010101,12.2,8.3,564.0,14.4,56500.0,32.6,5.1,
54107010102,12.6,5.5,672.0,7.2,60370.0,24.8,6.6,
54107010200,6.7,8.6,581.0,9.8,47813.0,31.1,3.7,
54107010300,6.4,6.3,732.0,6.6,50109.0,25.6,6.1,
54107010400,13.0,8.3,913.0,3.2,43988.0,36.1,11.5,
54107010501,26.5,12.1,616.0,8.4,30588.0,36.8,1.0,
54107010502,15.7,8.0,530.0,8.4,36345.0,42.8,1.0,
54107010601,10.3,6.2,611.0,11.0,63274.0,28.3,9.9,
54107010602,12.0,6.2,722.0,3.8,50197.0,52.6,2.4,
54107010701,18.9,22.1,510.0,6.7,37985.0,37.6,1.8,
54107010702,11.8,7.0,611.0,7.6,52005.0,54.1,3.3,
54107010800,19.5,8.0,535.0,15.0,38167.0,39.3,6.7,
54107010901,7.5,6.4,683.0,9.6,60949.0,37.6,13.6,
54107010902,13.5,13.0,701.0,11.6,47237.0,34.9,3.8,
54107011000,13.5,13.6,623.0,16.0,34667.0,43.2,3.5,
54109002800,13.9,6.9,464.0,10.7,34420.0,55.7,1.9,
54109002901,19.3,9.6,472.0,11.0,34149.0,37.1,1.0,
54109002902,18.8,2.3,529.0,16.9,32866.0,38.5,1.0,
54109003000,26.7,13.2,484.0,14.2,26477.0,39.6,3.2,
54109003100,26.6,4.4,593.0,18.9,34814.0,6.8,1.0,
54109003200,19.6,12.3,560.0,17.8,39894.0,15.2,2.5,
55001950100,6.2,8.8,680.0,62.4,54736.0,44.9,13.3,
55001950201,11.2,9.5,731.0,63.6,44663.0,26.0,5.4,
55001950202,16.2,11.7,763.0,62.4,37571.0,33.2,3.9,
55001950400,15.2,11.9,678.0,33.6,37411.0,37.2,7.9,
55001950501,20.0,15.6,727.0,67.0,32365.0,68.8,7.2,
55001950502,11.8,9.0,840.0,50.7,47879.0,36.6,9.1,
55001950700,10.8,10.5,763.0,47.1,50438.0,10.0,2.3,
55003940000,29.8,16.1,379.0,20.1,33843.0,33.0,1.0,
55003950300,14.6,5.0,549.0,14.3,41957.0,51.9,7.0,
55003950400,24.3,7.1,563.0,9.3,33136.0,40.3,1.4,
55003950500,13.5,4.6,758.0,21.0,45223.0,44.8,9.6,
55003950600,13.7,7.8,468.0,46.6,40625.0,27.8,6.5,
55003950700,16.6,7.5,567.0,44.7,35509.0,30.8,3.1,
55003950800,10.8,13.4,680.0,37.4,41500.0,27.7,10.0,
55003990000,,,,,,28.1,7.8,
55005000100,8.1,4.0,734.0,33.9,52425.0,38.0,9.8,
55005000200,15.3,5.9,613.0,34.4,46285.0,50.2,3.3,
55005000300,12.7,7.5,631.0,27.8,46981.0,79.0,4.7,
55005000400,10.4,6.6,702.0,6.7,46832.0,41.9,6.8,
55005000500,14.3,8.8,641.0,7.8,37435.0,45.4,2.8,
55005000600,22.7,12.0,560.0,12.3,34571.0,0.0,8.3,
55005000800,10.2,5.3,791.0,10.5,52755.0,33.7,5.0,
55005000900,9.4,6.6,683.0,13.1,53343.0,61.7,13.1,
55005001001,14.9,3.8,683.0,13.8,47065.0,38.9,4.0,
55005001002,14.3,5.7,634.0,27.6,41743.0,36.4,3.8,
55007960100,21.9,12.9,514.0,41.3,41803.0,74.7,8.3,
55007960200,12.0,5.2,650.0,59.0,45185.0,55.7,3.6,
55007960300,12.8,6.2,581.0,13.1,50278.0,49.4,7.3,
55007960400,9.2,7.0,540.0,42.7,44297.0,39.5,3.9,
55007960600,10.5,6.5,653.0,67.2,45469.0,43.6,10.3,
55007990000,,,,,,68.3,2.8,
55009000100,28.9,16.6,675.0,11.4,40150.0,61.8,1.0,
55009000200,16.0,9.1,627.0,3.9,42136.0,29.5,7.3,
55009000302,12.8,3.9,532.0,8.7,36815.0,15.9,5.8,
55009000303,25.1,3.6,526.0,4.1,38882.0,33.1,4.4,
